Name,Released,ESRB,Rating,Genres,Platforms,Metacritic,Publishers,Tags,Description,ImageURL
KAO the Kangaroo: Round 2,2005-04-15,N/A,2.65,"Action, Adventure, Racing, Arcade, Casual, Platformer","PC, Xbox, GameCube, PlayStation 2",,"Atari, Tate Multimedia, JoWooD Productions","Singleplayer, Steam Achievements, Steam Cloud, Partial Controller Support, Classic, Action-Adventure, 3D Platformer","Play as Kao! The cutest and bravest kangaroo of all video games returns in this digital version of Kao the Kangaroo: Round 2.""
Experience the joy of playing a classic 3D single-player platformer filled with various challenges, including fighting, racing and solving puzzles.
Bounce through 25 levels set in 5 unique, colorful worlds to rescue your animal friends captured by the evil Hunter and his henchmen!
Experience the digital version of a classic 3D arcade platformer with online features like",https://media.rawg.io/media/games/83a/83af36d8924271087360d142d34f0960.jpg
Operation Flashpoint: Dragon Rising,2009-10-06,N/A,2.78,"Action, Shooter","Xbox One, PC, PlayStation 3, Xbox 360",76,Codemasters,"Singleplayer, Multiplayer, Co-op, Open World, cooperative, First-Person, Partial Controller Support, FPS, Tactical, War, Realistic, combat, Military, Walking Simulator, Epic, survive","Dragon Rising is the second installment of Operation Flashpoint series, though its plot bears no connection to the previous game. The game is set on Skira, a fictional Northern Pacific island with huge oil reserves. China annexed the island, provoking a military conflict with Russia and the US. Skiras landscape is thoroughly modeled after a real-life Kiska island in Russia. 
The player assumes the role of a leader in a squad of four US soldiers, three of which are AI-controlled. In the single-p",https://media.rawg.io/media/games/cd8/cd89ed5083a6cca9c2768ebca7a73b2d.jpg
The Crew,2014-12-01,Teen,3.31,"Adventure, Racing, Massively Multiplayer","PlayStation 4, Xbox One, PC, Xbox 360",71,Ubisoft Entertainment,"Singleplayer, Multiplayer, Atmospheric, Great Soundtrack, RPG, Co-op, Open World, cooperative, First-Person, Partial Controller Support, Online Co-Op, Sandbox, Family Friendly, Team-Based, mmo, Driving, America, Offroad","The Crew is an online driving simulator developed by Ivory Tower.

Alex Taylor, the brother of a 5-10 motor club founder Dayton, helps his brother run some errands. But it does not go according to plan as Dayton gets killed. Alex is framed for his murder and sent to prison. Five years pass, an FBI agent proposes a deal to Alex. He will be let go if he helps expose a corrupt FBI Special Agent. Alex agrees and sets out to seek revenge.

The Crew features a vast open world that resembles the scaled",https://media.rawg.io/media/screenshots/b79/b797325a14fc62444ca6032d59aa1c75.jpg
Call of Cthulhu,2018-10-30,Mature,3.52,"Action, Adventure, RPG","Nintendo Switch, PC, Xbox One, PlayStation 4",66,Focus Home Interactive,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, RPG, Story Rich, First-Person, Horror, Action-Adventure, role-playing, Narration, Lovecraftian","Call of Cthulhu: The Official Video Game is a psychological horror game adapted from the 1981 tabletop role-playing game of the same name by Chaosium. It is loosely based on the famous horror story by H. P. Lovecraft and the Cthulhu Mythos universe in general.

###Plot
The game is set in 1924 in Massachusetts, USA. The main character is Edward Pierce, a troubled and alcoholic private detective. He was hired to investigate the mysterious fire that destroyed the Hawkins mansion on the Darkwater Is",https://media.rawg.io/media/games/1b8/1b8a3ed646ccea6375bd4d4b7dd67aa4.jpg
Shadowrun: Hong Kong - Extended Edition,2015-08-20,N/A,3.83,"Adventure, RPG, Strategy, Indie","Linux, macOS, PC",81,Harebrained Holdings,"Singleplayer, Atmospheric, Great Soundtrack, RPG, Story Rich, Sci-fi, Fantasy, Female Protagonist, Tactical, Includes level editor, Turn-Based, Isometric, Cyberpunk, Kickstarter, Turn-Based Combat, Turn-Based Tactics, CRPG","Year 2012. A mutation occurred on Earth. Next to people appear magicians, elves, goblins, gnomes, orcs, dragons. The world has not collapsed, different races have learned to harmoniously interact with each other. Civilization is developing.

Heroes of the game can belong to different races, and within the race - to be different representatives of it. The choice of the hero is done at the beginning of the game.

The world has come to magic, but crime has not disappeared from it. Heroes are caught",https://media.rawg.io/media/screenshots/56c/56cdc9d4e29255e4a0d90cb2bce2dc14.jpg
Crysis Warhead,2008-09-16,Adults Only,3.8,"Action, Shooter",PC,84,Electronic Arts,"Singleplayer, Multiplayer, Open World, First-Person, Sci-fi, FPS, Stealth, Futuristic, Aliens, Military, Benchmark","Crysis Warhead is a standalone expansion of the original game, following the story and actions of Nomads ally  SAS Sergeant Michael Psycho Sykes. While the events of original Crysis are taking place, on the opposite side of the island players will have to join a vehicle convoy through the jungle and after the series of violent clashes with North Korean forced, Sykes is getting a new mission, to secure and locate another container, thats reported to be carrying a nuclear warhead.
Crysis: War",https://media.rawg.io/media/games/e34/e344d4b45f3d393d44cbed087279379c.jpg
Rebel Galaxy,2015-10-19,Teen,2.96,"Action, Adventure, RPG, Strategy, Simulation, Indie","macOS, PC, Xbox One, PlayStation 4",72,"Double Damage Games, Double Damage Games.","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Great Soundtrack, RPG, Open World, 2D, Third Person, Sci-fi, Exploration, Sandbox, Space, overlay, achievements, Trading, Space Sim","The most reasonable rule of trade: if the goods are from far away  they should cost more. If you apply it to the space trade between the galaxies, you will get Rebel Galaxy, a space trading and combat simulation, created by a small studio of two people. Western style is complemented by licensed blues and country rock music tracks. 
The universe is randomly generated, and players are taking control of the spacecraft, that can and will be replaced if needed. The game offers numerous activities fo",https://media.rawg.io/media/games/59f/59f8ff56cde745ceb56029f229ad4e43.jpg
Kentucky Route Zero,2020-01-28,Teen,3.99,"Adventure, Indie","iOS, Nintendo Switch, PlayStation 4, PC, macOS, Linux",81,"Annapurna Interactive, Netflix, Cardboard Computer","Singleplayer, Full controller support, Atmospheric, Great Soundtrack, Story Rich, 2D, Horror, Exploration, Point & Click, Mystery, Surreal, Kickstarter, Episodic, Interactive Fiction, Einzelspieler, artsy","At twilight in Kentucky, as bird songs give way to the choir of frogs and insects, familiar roads become strange, and it's easy to get lost. Those who are already lost may find their way to a secret highway winding through underground caves. The people who live and work along this highway are themselves a little strange at first, but soon seem familiar: the aging driver making the last delivery for a doomed antique shop; the young woman who fixes obsolete TVs surrounded by ghosts; the child and ",https://media.rawg.io/media/games/177/1775aacedb915b0e0880476530dc87b4.jpg
Emily is Away,2015-11-20,N/A,3.58,"Adventure, Simulation, Casual, Indie","Linux, PC, macOS",,Kyle Seeley,"Singleplayer, Steam Achievements, steam-trading-cards, Story Rich, 2D, Funny, Free to Play, Pixel Graphics, Retro, Short, Choices Matter, Visual Novel, Illuminati, Romance, Choose Your Own Adventure, Dating Sim, Interactive Fiction, Text-Based","Emily is Away is an indie-developed visual novel created by Kyle Seeley. 

###Plot
The game tells the story of the main character relationship with a girl named Emily which lasted for five years and began in the early 2000s. 

###Gameplay
Unlike most visual novels, this game is linear, with the players being unable to influence the plot development severely. The game resembles an online chat using an EOL messaging client running on an operating system that closely resembles Windows XP. There are",https://media.rawg.io/media/screenshots/e25/e253cc4df0c2604ec2b12cab8b45d58a.jpg
Maneater,2020-05-22,Mature,3.44,"Action, Adventure, RPG, Indie","PlayStation 5, PlayStation 4, PC, Xbox One, Nintendo Switch, Xbox Series S/X",68,"Tripwire Interactive, Blindside Interactive","Singleplayer, RPG, Fantasy, Controller, Early Access, combat, Story, battle, Loot, console, nature, offline, fight, explore, night, evolution, rock, tv, shark","Maneater is a Single-Player Action RPG, set in the unforgiving waters of the Gulf Coast. Fight to survive in the open ocean, with danger lurking at every depth. Your only tools are your wits, your jaws, and an uncanny ability to evolve as you feed. Anything and everything is on the menu... kill or be killed.Become a MANEATER
Play as a giant Bull Shark and terrorize the coastal waterways.  Tear swimmers and divers limb from limb, give the humans a reason to fear you.Explore a massive open world
I",https://media.rawg.io/media/games/895/8951013b8ace2d652727df2f9023cbb8.jpg
TrackMania Nations Forever,2008-04-16,N/A,3.74,Racing,PC,,Ubisoft Entertainment,"Singleplayer, Multiplayer, Co-op, Open World, cooperative, First-Person, Difficult, Sandbox, Free to Play, Controller, Includes level editor, Competitive, Level Editor","TrackMania Nations is an arcade-style racing game, the third installment in Nadeos TrackMania series. Unlike the other installments in the series, Nations is a free-to-play game that featured in-game advertising as a form of monetization. 

###Gameplay 
Like other TrackMania entries, Nations is a racing game with heavy emphasis on player-made content and simplified physics. There is only one car available in the game, which gives every player equal opportunities and accentuates the importance o",https://media.rawg.io/media/screenshots/81f/81f0b4cb49329b57b6e949d272d09263.jpg
The Tiny Bang Story,2011-04-21,N/A,3.18,"Adventure, Casual, Family, Indie, Puzzle","Nintendo Switch, iOS, Android, macOS, Linux, PC",63,Colibri Games,"Singleplayer, Atmospheric, 2D, Point & Click, Short, Relaxing, Music, Hand-drawn, Touch-Friendly, Hidden Object","Life on Tiny Planet was calm and carefree until a great disaster occurred - Tiny Planet was hit by a meteor! The world fell apart and now its future depends only on you! Use your imagination and creativity: in order to restore Tiny Planet and help its inhabitants you will have to fix a variety of machines and mechanisms as well as solve puzzles in each of the five chapters of this game. Navigation is simple and intuitive. It doesn't distract you from the witty brain teasers, and you will be able",https://media.rawg.io/media/screenshots/fb9/fb912e77c4295b0c47af632cd1b48522.jpeg
Beat Saber,2019-05-21,Teen,4.36,"Action, Indie","PC, PlayStation 5, PlayStation 4",90,"Oculus Studios, Hyperbolic Magnetism, Beat Games","Singleplayer, Great Soundtrack, Steam Leaderboards, Early Access, VR, Music, Rhythm",Beat Saber is a unique VR rhythm game where your goal is to slash the beats (represented by small cubes) as they are coming at you. Every beat indicates which saber you need to use and also the direction you need to match.  All the music is composed to perfectly fit the hand made levels. Our goal is to make players almost dance while cutting the cubes and avoiding obstacles. Each cut is strongly supported by great sound and visual effects to emphasise the rhythm. It features unique gameplay with,https://media.rawg.io/media/screenshots/90f/90f61894908915eff8455e7b43d466a2.jpg
Crash Bandicoot 3: Warped,1998-10-31,Everyone 10+,4.34,"Action, Platformer",PlayStation,91,"Sony Computer Entertainment, Sony Interactive Entertainment","Singleplayer, exclusive","Oh, yeah! He's back! AND he's ready to rumble! It's a whole new adventure with Crash Bandicoot, and this time he's time traveling through the ages with his little sister Coco! Scubadive with the sharks, ride a baby T-Rex, go soar the skies in a plane, gallop along the Great Wall of China on a tiger, dodge ancient Egyptian mummies and much much more!",https://media.rawg.io/media/games/837/837a609b0584db5d03534c8e767861b1.jpg
